"Supplied Name","guid","scientificName","family","kingdom"
"Protothelenella sphinctrinoidella","NHMSYS0001494861","Protothelenella sphinctrinoidella","Protothelenellaceae","Fungi"
"Xanthoria calcicola","NBNSYS0000020580","Xanthoria calcicola","Teloschistaceae","Fungi"
"Lecanora carpinea","NBNSYS0000018576","Lecanora carpinea","Lecanoraceae","Fungi"
"Lepraria finkii","NHMSYS0001487382","Lepraria finkii","Stereocaulaceae","Fungi"
"Pertusaria pertusa","NBNSYS0000019407","Pertusaria pertusa","Pertusariaceae","Fungi"
"Endocarpon adscendens","NBNSYS0000020600","Endocarpon adscendens","Verrucariaceae","Fungi"
"Pycnora sorophora","NHMSYS0001495830","Pycnora sorophora","Pycnoraceae","Fungi"
"Lempholemma chalazanum","NHMSYS0020990488","Lempholemma chalazanum","Lichinaceae","Fungi"
"Verrucaria humida","BMSSYS0000052461","Verrucaria humida","Verrucariaceae","Fungi"
"Candelariella reflexa","NBNSYS0000018300","Candelariella reflexa","Candelariaceae","Fungi"
"Strigula muscicola","NHMSYS0020039060","Strigula muscicola","Strigulaceae","Fungi"
"Opegrapha gyrocarpa","NBNSYS0000019207","Opegrapha gyrocarpa","Roccellaceae","Fungi"
"Bryoria subcana","NHMSYS0001476291","Bryoria subcana","Parmeliaceae","Fungi"
"Biatora ligni-mollis","NHMSYS0020535077","Biatora ligni-mollis","Ramalinaceae","Fungi"
"Buellia leptocline","NBNSYS0000018277","Buellia leptocline","Caliciaceae","Fungi"
"Leptogium lichenoides","BMSSYS0000051055","Scytinium lichenoides","Collemataceae","Fungi"
"Rinodina calcarea","NHMSYS0001496486","Rinodina calcarea","Physciaceae","Fungi"
"Bryoria chalybeiformis","NBNSYS0000018257","Bryoria chalybeiformis","Parmeliaceae","Fungi"
"Bryobilimbia hypnorum","BMSSYS0000043192","Bryobilimbia hypnorum",,"Fungi"
"Solenopsora holophaea","NHMSYS0001497669","Solenopsora holophaea","Catillariaceae","Fungi"
"Collema flaccidum","NBNSYS0000018439","Collema flaccidum","Collemataceae","Fungi"
"Collema fragrans","BMSSYS0000051051","Scytinium fragrans","Collemataceae","Fungi"
"Collema nigrescens","NBNSYS0000018447","Collema nigrescens","Collemataceae","Fungi"
"Cladonia azorica","NBNSYS0000039612","Cladonia azorica","Cladoniaceae","Fungi"
"Aspicilia contorta subsp. hoffmanniana","NHMSYS0020989755","Aspicilia contorta subsp. hoffmanniana","Megasporaceae","Fungi"
"Lecidea confluens","NBNSYS0000018657","Lecidea confluens","Lecideaceae","Fungi"
"Lopadium disciforme","NBNSYS0000039675","Lopadium disciforme","Pilocarpaceae","Fungi"
"Biatora britannica","NHMSYS0001475631","Biatora britannica","Ramalinaceae","Fungi"
"Pyrenopsis grumulifera","NBNSYS0000039735","Pyrenopsis grumulifera","Lichinaceae","Fungi"
"Lasallia pustulata","NHMSYS0001486193","Lasallia pustulata","Umbilicariaceae","Fungi"
"Lepraria diffusa var. diffusa","NHMSYS0001487380","Lepraria diffusa var. diffusa","Stereocaulaceae","Fungi"
"Calicium glaucellum","NBNSYS0000015537","Calicium glaucellum","Caliciaceae","Fungi"
"Verrucaria devensis","BMSSYS0000052457","Verrucaria devensis","Verrucariaceae","Fungi"
"Caloplaca phlogina","BMSSYS0000003150","Caloplaca phlogina","Teloschistaceae","Fungi"
"Lecidea mucosa","BMSSYS0000020534","Lecidea mucosa","Lecideaceae","Fungi"
"Violella fucata","NHMSYS0020991031","Violella fucata","Lecideaceae","Fungi"
"Parmelia sulcata","NBNSYS0000018905","Parmelia sulcata","Parmeliaceae","Fungi"
"Spilonema paradoxum","NBNSYS0000019045","Spilonema paradoxum","Coccocarpiaceae","Fungi"
"Lecania sambucina","NHMSYS0001486285","Lecania sambucina","Ramalinaceae","Fungi"
"Staurothele areolata","NBNSYS0000020639","Staurothele areolata","Verrucariaceae","Fungi"
"Parmelia serrana","BMSSYS0000290015","Parmelia serrana","Parmeliaceae","Fungi"
"Micarea synotheoides","NBNSYS0000018839","Micarea synotheoides","Pilocarpaceae","Fungi"
"Wadeana minuta","NBNSYS0000019155","Wadeana minuta",,"Fungi"
"Caloplaca aurantia","NHMSYS0000361648","Caloplaca aurantia","Teloschistaceae","Fungi"
"Opegrapha xerica","NHMSYS0021576508","Alyxoria xerica","Roccellaceae","Fungi"
"Solenopsora liparina","NBNSYS0000039787","Solenopsora liparina","Catillariaceae","Fungi"
"Ochrolechia microstictoides","BMSSYS0000012148","Ochrolechia microstictoides","Ochrolechiaceae","Fungi"
"Dictyonema coppinsii","BMSSYS0000044901","Dictyonema coppinsii",,"Fungi"
"Rhaphidicyrtis trichosporella","NHMSYS0001496212","Rhaphidicyrtis trichosporella",,"Fungi"
"Cavernularia hultenii","BMSSYS0000598513","Hypogymnia hultenii","Parmeliaceae","Fungi"
"Caloplaca coralliza","NHMSYS0020989889","Caloplaca coralliza","Teloschistaceae","Fungi"
"Racodium rupestre","NBNSYS0000039738","Racodium rupestre",,"Fungi"
"Myochroidea porphyrospoda","NHMSYS0020535739","Myochroidea porphyrospoda",,"Fungi"
"Parmotrema robustum","NBNSYS0000153262","Parmotrema robustum","Parmeliaceae","Fungi"
"Verrucaria nodosa","NHMSYS0020991013","Verrucaria nodosa","Verrucariaceae","Fungi"
"Leptogium plicatile","BMSSYS0000051060","Scytinium plicatile","Collemataceae","Fungi"
"Micarea marginata","NBNSYS0000041619","Micarea marginata","Pilocarpaceae","Fungi"
"Protoparmelia badia","NBNSYS0000018572","Protoparmelia badia","Parmeliaceae","Fungi"
"Acrocordia cavata","NBNSYS0000019873","Acrocordia cavata","Monoblastiaceae","Fungi"
"Fuscidea austera","NBNSYS0000018485","Fuscidea austera","Fuscideaceae","Fungi"
"Bacidia inundata","NHMSYS0001475457","Bacidina inundata","Ramalinaceae","Fungi"
"Melanelixia glabratula","NHMSYS0020990589","Melanelixia glabratula","Parmeliaceae","Fungi"
"Opegrapha rubefacta","NHMSYS0001491404","Opegrapha rubefacta","Roccellaceae","Fungi"
"Rinodina pyrina","NBNSYS0000019014","Rinodina pyrina","Physciaceae","Fungi"
"Acarospora benedarensis","NHMSYS0021576893","Trimmatothelopsis benedarensis","Acarosporaceae","Fungi"
"Trimmatothelopsis rhizobola","BMSSYS0000290052","Trimmatothelopsis rhizobola","Acarosporaceae","Fungi"
"Strangospora pinicola","NHMSYS0001499138","Strangospora pinicola","Strangosporaceae","Fungi"
"Micarea paratropa","BMSSYS0000011219","Micarea paratropa","Pilocarpaceae","Fungi"
"Arthopyrenia nitescens","NBNSYS0000039567","Arthopyrenia nitescens","Arthopyreniaceae","Fungi"
"Verrucaria bryoctona","NBNSYS0000039813","Verrucaria bryoctona","Verrucariaceae","Fungi"
"Verrucaria xyloxena","NBNSYS0000020695","Verrucaria xyloxena","Verrucariaceae","Fungi"
"Petractis nodispora","NHMSYS0021576763","Neopetractis nodispora","Gyalectaceae","Fungi"
"Rinodina atrocinerea","NHMSYS0001496483","Rinodina atrocinerea","Physciaceae","Fungi"
"Micarea lithinella","NBNSYS0000018823","Micarea lithinella","Pilocarpaceae","Fungi"
"Rinodina colobinoides","NBNSYS0000162239","Rinodina colobinoides","Physciaceae","Fungi"
"Trimmatothele perquisita","NBNSYS0000020663","Trimmatothele perquisita","Verrucariaceae","Fungi"
"Bacidia arnoldiana","NHMSYS0021576518","Bacidina modesta","Ramalinaceae","Fungi"
"Polysporina cyclocarpa","NHMSYS0021576858","Sarcogyne cyclocarpa","Acarosporaceae","Fungi"
"Lecania dubitans","NBNSYS0000018553","Lecania dubitans","Ramalinaceae","Fungi"
"Leptogium schraderi","NBNSYS0000018788","Leptogium schraderi","Collemataceae","Fungi"
"Opegrapha sorediifera","NHMSYS0001491416","Opegrapha sorediifera","Roccellaceae","Fungi"
"Verrucaria vitikainenii","BMSSYS0000534311","Verrucaria vitikainenii","Verrucariaceae","Fungi"
"Dimerella tavaresiana","BMSSYS0000533683","Coenogonium tavaresianum","Coenogoniaceae","Fungi"
"Fulgensia bracteata var. alpina","BMSSYS0000006890","Fulgensia bracteata var. alpina","Teloschistaceae","Fungi"
"Usnea rubicunda","NBNSYS0000019148","Usnea rubicunda","Parmeliaceae","Fungi"
"Opegrapha varia","NBNSYS0000019210","Opegrapha varia","Roccellaceae","Fungi"
"Catillaria atomarioides","NHMSYS0001476908","Catillaria atomarioides","Catillariaceae","Fungi"
"Hymenelia epulotica","BMSSYS0000008467","Hymenelia epulotica","Hymeneliaceae","Fungi"
"Lecanora sambuci","BMSSYS0000048303","Myriolecis sambuci","Lecanoraceae","Fungi"
"Cladonia squamosa s. lat.","BMSSYS0000533669","Cladonia squamosa s. lat.","Cladoniaceae","Fungi"
"Biatorella fossarum","NHMSYS0001475685","Biatorella fossarum","Biatorellaceae","Fungi"
"Rinodina roboris var. armeriicola","NBNSYS0000041627","Rinodina roboris var. armeriicola","Physciaceae","Fungi"
"Schaereria cinereorufa","NHMSYS0001497117","Schaereria cinereorufa","Schaereriaceae","Fungi"
"Ophioparma ventosa","NHMSYS0001491463","Ophioparma ventosa","Ophioparmaceae","Fungi"
"Trapelia placodioides","NHMSYS0001499949","Trapelia placodioides","Trapeliaceae","Fungi"
"Lecanora strobilina","NBNSYS0000018628","Lecanora strobilina","Lecanoraceae","Fungi"
"Halecania laevis","NHMSYS0020918220","Halecania laevis","Catillariaceae","Fungi"
"Diploschistes scruposus","NBNSYS0000016930","Diploschistes scruposus","Graphidaceae","Fungi"
"Multiclavula mucida","NHMSYS0001489997","Multiclavula mucida","Clavulinaceae","Fungi"
"Ramonia dictyospora","NBNSYS0000039740","Ramonia dictyospora","Gyalectaceae","Fungi"
"Jamesiella anastomosans","NHMSYS0020535583","Jamesiella anastomosans","Gomphillaceae","Fungi"
"Leptogium imbricatum","BMSSYS0000051053","Scytinium imbricatum","Collemataceae","Fungi"
"Placopsis lambii","NHMSYS0001493895","Placopsis lambii","Trapeliaceae","Fungi"
"Fuscopannaria mediterranea","BMSSYS0000006972","Fuscopannaria mediterranea","Pannariaceae","Fungi"
"Porina ginzbergeri","NBNSYS0000039715","Porina ginzbergeri","Porinaceae","Fungi"
"Buellia leptoclinoides","NHMSYS0001476322","Buellia leptoclinoides","Caliciaceae","Fungi"
"Collemopsidium halodytes","NHMSYS0001478338","Collemopsidium halodytes","Xanthopyreniaceae","Fungi"
"Gyalidea rivularis","BMSSYS0000045952","Gyalidea rivularis","Gomphillaceae","Fungi"
"Graphis scripta","NBNSYS0000016935","Graphis scripta","Graphidaceae","Fungi"
"Verrucaria placida","BMSSYS0000052481","Verrucaria placida","Verrucariaceae","Fungi"
"Cladonia pleurota","NBNSYS0000018393","Cladonia pleurota","Cladoniaceae","Fungi"
"Lecania subfuscula","NHMSYS0001486288","Lecania subfuscula","Ramalinaceae","Fungi"
"Strangospora microhaema","NBNSYS0000019070","Strangospora microhaema","Strangosporaceae","Fungi"
"Acarospora anomala","BMSSYS0000000050","Acarospora anomala","Acarosporaceae","Fungi"
"Brodoa intestiniformis","NHMSYS0001476253","Brodoa intestiniformis","Parmeliaceae","Fungi"
"Thelocarpon strasseri","BMSSYS0000018498","Thelocarpon strasseri","Thelocarpaceae","Fungi"
"Lecanora marginata","NHMSYS0001486405","Lecanora marginata","Lecanoraceae","Fungi"
"Coccotrema citrinescens","NBNSYS0000039618","Coccotrema citrinescens","Coccotremataceae","Fungi"
"Rhizocarpon geographicum","NBNSYS0000039755","Rhizocarpon geographicum","Rhizocarpaceae","Fungi"
"Micarea stipitata","NBNSYS0000018835","Micarea stipitata","Pilocarpaceae","Fungi"
"Caloplaca marmorata","NHMSYS0020989896","Caloplaca marmorata","Teloschistaceae","Fungi"
"Aphanopsis coenosa","NBNSYS0000018176","Aphanopsis coenosa","Aphanopsidaceae","Fungi"
"Parmeliella triptophylla","NHMSYS0021645700","Parmeliella thriptophylla","Pannariaceae","Fungi"
"Fellhanera christiansenii","NHMSYS0021552749","Byssoloma llimonae","Byssolomataceae","Fungi"
"Cliostomum tenerum","BMSSYS0000004206","Cliostomum tenerum","Ramalinaceae","Fungi"
"Rhizocarpon jemtlandicum","NHMSYS0001496276","Rhizocarpon jemtlandicum","Rhizocarpaceae","Fungi"
"Fuscidea oceanica","NHMSYS0020990225","Fuscidea oceanica","Fuscideaceae","Fungi"
"Polyblastia cruenta","NHMSYS0020990881","Sporodictyon cruentum","Verrucariaceae","Fungi"
"Collema cristatum var. marginale","NHMSYS0021576918","Lathagrium cristatum var. marginale","Collemataceae","Fungi"
"Phaeophyscia sciastra","NHMSYS0001493020","Phaeophyscia sciastra","Physciaceae","Fungi"
"Dermatocarpon meiophyllizum","NHMSYS0001480503","Dermatocarpon meiophyllizum","Verrucariaceae","Fungi"
"Lecanora pulicaris","NBNSYS0000018616","Lecanora pulicaris","Lecanoraceae","Fungi"
"Lecanora cadubriae","NBNSYS0000018648","Lecanora cadubriae","Lecanoraceae","Fungi"
"Cladonia ciliata var. ciliata","NHMSYS0001477611","Cladonia ciliata var. ciliata","Cladoniaceae","Fungi"
"Placynthium subradiatum","NBNSYS0000019347","Placynthium subradiatum","Placynthiaceae","Fungi"
"Usnea glabrescens","NBNSYS0000019144","Usnea glabrescens","Parmeliaceae","Fungi"
"Catillaria aphana","NBNSYS0000018639","Catillaria aphana","Catillariaceae","Fungi"
"Collemopsidium foveolatum","NHMSYS0001478337","Collemopsidium foveolatum","Xanthopyreniaceae","Fungi"
"Caloplaca variabilis","NHMSYS0001476663","Caloplaca variabilis","Teloschistaceae","Fungi"
"Squamarina cartilaginea","NHMSYS0001498818","Squamarina cartilaginea","Squamarinaceae","Fungi"
"Absconditella delutula","NHMSYS0001472737","Absconditella delutula","Stictidaceae","Fungi"
"Platismatia norvegica","NBNSYS0000018951","Platismatia norvegica","Parmeliaceae","Fungi"
"Halecania rhypodiza","NBNSYS0000018323","Halecania rhypodiza","Catillariaceae","Fungi"
"Caloplaca citrina s. str.","NHMSYS0020105990","Caloplaca citrina s. str.","Teloschistaceae","Fungi"
"Verrucaria fusconigrescens","NBNSYS0000020682","Verrucaria fusconigrescens","Verrucariaceae","Fungi"
"Acarospora nitrophila","NHMSYS0001472783","Acarospora muddii","Acarosporaceae","Fungi"
"Lepraria neglecta","NHMSYS0001487391","Lepraria neglecta","Stereocaulaceae","Fungi"
"Ochrolechia tartarea","NHMSYS0001491026","Ochrolechia tartarea","Ochrolechiaceae","Fungi"
"Caloplaca cirrochroa","NHMSYS0001476634","Caloplaca cirrochroa","Teloschistaceae","Fungi"
"Lecidea hypopta","BMSSYS0000731180","Lecanora phaeostigma","Lecanoraceae","Fungi"
"Opegrapha trochodes","NHMSYS0020535776","Opegrapha trochodes","Roccellaceae","Fungi"
"Peltigera scabrosella","BMSSYS0000012915","Peltigera scabrosella","Peltigeraceae","Fungi"
"Cryptolechia carneolutea","NBNSYS0000016961","Cryptolechia carneolutea","Gyalectaceae","Fungi"
"Collema dichotomum","BMSSYS0000046959","Lathagrium dichotomum","Collemataceae","Fungi"
"Verrucaria viridula","NBNSYS0000020709","Verrucaria viridula","Verrucariaceae","Fungi"
"Toninia coelestina","BMSSYS0000731220","Toniniopsis coelestina","Ramalinaceae","Fungi"
"Micarea doliiformis","NHMSYS0020990601","Micarea doliiformis","Pilocarpaceae","Fungi"
"Caloplaca scopularis","NBNSYS0000020557","Caloplaca scopularis","Teloschistaceae","Fungi"
"Thelidium papulare f. sorediatum","BMSSYS0000018485","Thelidium papulare f. sorediatum","Verrucariaceae","Fungi"
"Chaenothecopsis nigra","NBNSYS0000039604","Chaenothecopsis nigra","Mycocaliciaceae","Fungi"
"Usnea cornuta","NHMSYS0021646065","Usnea cornuta s. str.","Parmeliaceae","Fungi"
"Porina lectissima","NBNSYS0000019895","Porina lectissima","Porinaceae","Fungi"
"Punctelia reddenda","NHMSYS0001495807","Punctelia reddenda","Parmeliaceae","Fungi"
"Thelocarpon laureri","NBNSYS0000019081","Thelocarpon laureri","Thelocarpaceae","Fungi"
"Absconditella annexa","NHMSYS0001472735","Absconditella annexa","Stictidaceae","Fungi"
"Lecanora sarcopidoides","NHMSYS0001486449","Lecanora sarcopidoides","Lecanoraceae","Fungi"
"Leprocaulon microscopicum","NHMSYS0001487394","Leprocaulon microscopicum","Leprocaulaceae","Fungi"
"Rinodina ericina","NHMSYS0020990193","Endohyalina ericina","Caliciaceae","Fungi"
"Cetraria aculeata","BMSSYS0000003564","Cetraria aculeata","Parmeliaceae","Fungi"
"Porpidia platycarpoides","NBNSYS0000018522","Porpidia platycarpoides","Lecideaceae","Fungi"
"Lecidella carpathica","NBNSYS0000018739","Lecidella carpathica","Lecanoraceae","Fungi"
"Lecidea erythrophaea","NBNSYS0000018665","Lecidea erythrophaea","Lecideaceae","Fungi"
"Thelidium pluvium","NHMSYS0001499642","Thelidium pluvium","Verrucariaceae","Fungi"
"Psoroma hypnorum","NBNSYS0000018969","Psoroma hypnorum","Pannariaceae","Fungi"
"Strigula jamesii","NBNSYS0000019906","Strigula jamesii","Strigulaceae","Fungi"
"Bryoria furcellata","NBNSYS0000018258","Bryoria furcellata","Parmeliaceae","Fungi"
"Lecanographa dialeuca","NHMSYS0020039021","Lecanographa dialeuca","Lecanographaceae","Fungi"
"Dermatocarpon deminuens","BMSSYS0000005778","Dermatocarpon deminuens","Verrucariaceae","Fungi"
"Arthonia elegans","NHMSYS0021576568","Coniocarpon cuspidans","Arthoniaceae","Fungi"
"Arthonia apatetica","NHMSYS0001474924","Arthonia apatetica","Arthoniaceae","Fungi"
"Lecanora aitema","NBNSYS0000018563","Lecanora aitema","Lecanoraceae","Fungi"
"Caloplaca neotaurica","NHMSYS0020989899","Caloplaca neotaurica","Teloschistaceae","Fungi"
"Bacidia egenula","NHMSYS0001475456","Bacidina egenula","Ramalinaceae","Fungi"
"Buellia jugorum","NHMSYS0019999431","Buellia jugorum","Caliciaceae","Fungi"
"Thelidium decipiens","NBNSYS0000020649","Thelidium decipiens","Verrucariaceae","Fungi"
"Opegrapha zonata","NHMSYS0001481447","Enterographa zonata","Roccellaceae","Fungi"
"Collema confertum","NBNSYS0000018431","Collema confertum","Collemataceae","Fungi"
"Lecanora invadens","BMSSYS0000048299","Myriolecis invadens","Lecanoraceae","Fungi"
"Psora globifera","NBNSYS0000039731","Psora globifera","Psoraceae","Fungi"
"Byssoloma diederichii","NHMSYS0020535103","Byssoloma diederichii","Byssolomataceae","Fungi"
"Placynthium anemoideum","NHMSYS0020535936","Placynthium anemoideum","Placynthiaceae","Fungi"
"Lecidea lactea s. lat.","BMSSYS0000533883","Lecidea lactea s. lat.","Lecideaceae","Fungi"
"Chaenotheca trichialis","NHMSYS0001477244","Chaenotheca trichialis","Coniocybaceae","Fungi"
"Rhizocarpon amphibium","BMSSYS0000016195","Rhizocarpon amphibium","Rhizocarpaceae","Fungi"
"Pyrenula dermatodes","NBNSYS0000019900","Pyrenula dermatodes","Pyrenulaceae","Fungi"
"Buellia abstracta","NHMSYS0001476302","Buellia abstracta","Caliciaceae","Fungi"
"Lecidea endomelaena","NBNSYS0000018662","Lecidea endomelaena","Lecideaceae","Fungi"
"Opegrapha subelevata","NHMSYS0020989704","Alyxoria subelevata","Roccellaceae","Fungi"
"Pertusaria flavocorallina","NBNSYS0000039706","Pertusaria flavocorallina","Pertusariaceae","Fungi"
"Porpidia crustulata","NBNSYS0000018515","Porpidia crustulata","Lecideaceae","Fungi"
"Leptogium coralloideum","NHMSYS0001487420","Leptogium coralloideum","Collemataceae","Fungi"
"Epigloea urosperma","NHMSYS0020327864","Epigloea urosperma","Epigloeaceae","Fungi"
"Lecanora barkmaniana","BMSSYS0000009465","Lecanora barkmaniana","Lecanoraceae","Fungi"
"Lecania cyrtellina","NBNSYS0000018552","Lecania cyrtellina","Ramalinaceae","Fungi"
"Porpidia flavicunda","NBNSYS0000039721","Porpidia flavicunda","Lecideaceae","Fungi"
"Xanthoparmelia conspersa","NHMSYS0001501914","Xanthoparmelia conspersa","Parmeliaceae","Fungi"
"Megalaria grossa","NBNSYS0000019172","Megalaria grossa","Megalariaceae","Fungi"
"Heterodermia propagulifera","BMSSYS0000046243","Heterodermia propagulifera","Physciaceae","Fungi"
"Bacidia trachona","BMSSYS0000731140","Aquacidia trachona","Ramalinaceae","Fungi"
"Acarospora durietzii","NBNSYS0000041599","Acarospora durietzii","Acarosporaceae","Fungi"
"Byssoloma subdiscordans","NHMSYS0001476396","Byssoloma subdiscordans","Byssolomataceae","Fungi"
"Micarea byssacea","BMSSYS0000047935","Micarea byssacea","Pilocarpaceae","Fungi"
"Lecanora campestris subsp. campestris","NHMSYS0001486328","Lecanora campestris subsp. campestris","Lecanoraceae","Fungi"
"Lecanora hybocarpa","NHMSYS0020535610","Lecanora hybocarpa","Lecanoraceae","Fungi"
"Lecanora conizaeoides f. conizaeoides","NHMSYS0001486353","Lecanora conizaeoides f. conizaeoides","Lecanoraceae","Fungi"
"Thelidium impressum","NBNSYS0000020652","Thelidium impressum","Verrucariaceae","Fungi"
"Protoblastenia siebenhaariana","NHMSYS0001494806","Protoblastenia siebenhaariana","Psoraceae","Fungi"
"Lecidella scabra","NBNSYS0000018745","Lecidella scabra","Lecanoraceae","Fungi"
"Physcia caesia","NHMSYS0001493685","Physcia caesia","Physciaceae","Fungi"
"Lambiella furvella","BMSSYS0000046910","Lambiella furvella","Trapeliaceae","Fungi"
"Cladonia merochlorophaea","NBNSYS0000018386","Cladonia merochlorophaea","Cladoniaceae","Fungi"
"Schadonia fecunda","NHMSYS0001497115","Schadonia fecunda","Ramalinaceae","Fungi"
"Melaspilea interjecta","NBNSYS0000039679","Melaspilea interjecta","Melaspileaceae","Fungi"
"Collemopsidium pelvetiae","NHMSYS0020535236","Collemopsidium pelvetiae","Xanthopyreniaceae","Fungi"
"Staurothele hymenogonia","NHMSYS0021645660","Nesothele hymenogonia","Verrucariaceae","Fungi"
"Atla alpina","NHMSYS0020989767","Atla alpina","Verrucariaceae","Fungi"
"Pertusaria albescens var. albescens","NHMSYS0001492275","Pertusaria albescens var. albescens",,"Fungi"
"Rinodina efflorescens","NBNSYS0000019003","Rinodina efflorescens","Physciaceae","Fungi"
"Parmelia saxatilis s. lat.","BMSSYS0000534050","Parmelia saxatilis s. lat.","Parmeliaceae","Fungi"
"Placynthium garovaglii","NHMSYS0001493908","Placynthium garovaglii","Placynthiaceae","Fungi"
"Dendrographa decolorans","BMSSYS0000044794","Dendrographa decolorans","Roccellaceae","Fungi"
"Strigula tagananae","BMSSYS0000018126","Strigula tagananae","Strigulaceae","Fungi"
"Rhizocarpon ferax","NHMSYS0001496263","Rhizocarpon ferax","Rhizocarpaceae","Fungi"
"Lepraria jackii","NHMSYS0001487384","Lepraria jackii","Stereocaulaceae","Fungi"
"Ochrolechia frigida f. frigida","NHMSYS0001491016","Ochrolechia frigida f. frigida","Ochrolechiaceae","Fungi"
"Pertusaria coccodes","NBNSYS0000019385","Pertusaria coccodes","Pertusariaceae","Fungi"
"Fellhanera viridisorediata","BMSSYS0000006755","Fellhanera viridisorediata","Pilocarpaceae","Fungi"
"Pseudevernia furfuracea var. furfuracea","NHMSYS0001495160","Pseudevernia furfuracea var. furfuracea","Parmeliaceae","Fungi"
"Endocarpon pusillum var. pallidum","BMSSYS0000006356","Endocarpon pusillum var. pallidum","Verrucariaceae","Fungi"
"Absconditella sphagnorum","NHMSYS0001472741","Absconditella sphagnorum","Stictidaceae","Fungi"
"Rinodina pityrea","BMSSYS0000016429","Rinodina pityrea","Physciaceae","Fungi"
"Rhizocarpon inarense","NBNSYS0000039762","Rhizocarpon inarense","Rhizocarpaceae","Fungi"
"Leptogium cochleatum","NBNSYS0000018773","Leptogium cochleatum","Collemataceae","Fungi"
"Micarea prasinella","NHMSYS0020535694","Micarea prasinella","Pilocarpaceae","Fungi"
"Thelidium pyrenophorum","NBNSYS0000020659","Thelidium pyrenophorum","Verrucariaceae","Fungi"
"Candelariella vitellina f. flavovirella","NHMSYS0001476798","Candelariella vitellina f. flavovirella","Candelariaceae","Fungi"
"Rinodina cinnamomea","BMSSYS0000050669","Rinodina cinnamomea","Physciaceae","Fungi"
"Ochrolechia szatalaensis","BMSSYS0000597828","Ochrolechia szatalaensis","Ochrolechiaceae","Fungi"
"Rhizocarpon cinereonigrum","BMSSYS0000016205","Rhizocarpon cinereonigrum","Rhizocarpaceae","Fungi"
"Porpidinia tumidula","NHMSYS0020990991","Porpidinia tumidula","Porpidiaceae","Fungi"
"Rhizocarpon subgeminatum","NBNSYS0000039775","Rhizocarpon subgeminatum","Rhizocarpaceae","Fungi"
"Phaeographis lyellii","NBNSYS0000016945","Phaeographis lyellii","Graphidaceae","Fungi"
"Agonimia gelatinosa","BMSSYS0000001190","Agonimia gelatinosa","Verrucariaceae","Fungi"
"Ionaspis odora","NHMSYS0001485522","Ionaspis odora","Hymeneliaceae","Fungi"
"Thelocarpon opertum","BMSSYS0000018496","Thelocarpon opertum","Thelocarpaceae","Fungi"
"Peltigera polydactylon","NHMSYS0001492059","Peltigera polydactylon","Peltigeraceae","Fungi"
"Pyrenocarpon thelostomum","NHMSYS0020536008","Pyrenocarpon thelostomum","Lichinaceae","Fungi"
"Acarospora sinopica","NHMSYS0001472793","Acarospora sinopica","Acarosporaceae","Fungi"
"Immersaria athroocarpa","NBNSYS0000149501","Immersaria athroocarpa","Lecideaceae","Fungi"
"Placynthium dolichoterum","NHMSYS0001443136","Placynthium dolichoterum","Placynthiaceae","Fungi"
"Lecanora atrosulphurea","NBNSYS0000018571","Lecanora atrosulphurea","Lecanoraceae","Fungi"
"Pertusaria polythecia","NBNSYS0000019408","Pertusaria polythecia","Pertusariaceae","Fungi"
"Biatora vernalis","NBNSYS0000018736","Biatora vernalis","Ramalinaceae","Fungi"
"Cladonia phyllophora","NBNSYS0000018392","Cladonia phyllophora","Cladoniaceae","Fungi"
"Caloplaca verruculifera","NBNSYS0000020565","Caloplaca verruculifera","Teloschistaceae","Fungi"
"Ramonia interjecta","BMSSYS0000015988","Ramonia interjecta","Gyalectaceae","Fungi"
"Pleurosticta acetabulum","NBNSYS0000018864","Pleurosticta acetabulum","Parmeliaceae","Fungi"
"Schaereria fuscocinerea var. sorediata","NHMSYS0000841049","Schaereria fuscocinerea var. sorediata","Schaereriaceae","Fungi"
"Fellhanera ochracea","BMSSYS0000006753","Fellhanera ochracea","Pilocarpaceae","Fungi"
"Pilophorus strumaticus","NBNSYS0000018944","Pilophorus strumaticus","Cladoniaceae","Fungi"
"Sclerophora pallida","NHMSYS0001497251","Sclerophora pallida","Coniocybaceae","Fungi"
"Protoblastenia calva","NHMSYS0001494798","Protoblastenia calva","Psoraceae","Fungi"
"Opegrapha vulgata","NBNSYS0000019233","Opegrapha vulgata","Roccellaceae","Fungi"
"Rinodina oxydata","NBNSYS0000019013","Rinodina oxydata","Physciaceae","Fungi"
"Rhizocarpon submodestum","BMSSYS0000016245","Rhizocarpon submodestum","Rhizocarpaceae","Fungi"
"Sticta limbata","NBNSYS0000019363","Sticta limbata","Lobariaceae","Fungi"
"Baeomyces placophyllus","NBNSYS0000017046","Baeomyces placophyllus","Baeomycetaceae","Fungi"
"Lichenomphalia hudsoniana","NHMSYS0001488366","Lichenomphalia hudsoniana","Hygrophoraceae","Fungi"
"Lecidea lapicida","NBNSYS0000018682","Lecidea lapicida","Lecideaceae","Fungi"
"Thelenella muscorum var. octospora","NHMSYS0001499554","Thelenella muscorum var. octospora","Thelenellaceae","Fungi"
"Diplotomma vezdanum","NHMSYS0001480957","Diplotomma vezdanum","Caliciaceae","Fungi"
"Aspicilia grisea","NBNSYS0000018191","Aspicilia grisea","Megasporaceae","Fungi"
"Lecanora hypoptella","BMSSYS0000009537","Lecanora hypoptella","Lecanoraceae","Fungi"
