"key"	"taxonId"	"origTaxonId"	"prefTaxonName"	"dataValue"	"maxDataValue"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Asplenium trichomanes L."	"2cd4p9h.aq"	"2cd4p9h.aq"	"Asplenium trichomanes L."	3	3	"Asplenium trichomanes"				
"Asplenium viride Huds."	"2cd4p9h.b4"	"2cd4p9h.b4"	"Asplenium viride Huds."	5	5	"Asplenium viride"				
"Dryopteris aemula (Aiton) Kuntze"	"2cd4p9h.ba"	"2cd4p9h.ba"	"Dryopteris aemula (Aiton) Kuntze"	6	6	"Dryopteris aemula"				
"Hymenophyllum wilsonii Hook."	"2cd4p9h.bg"	"2cd4p9h.bg"	"Hymenophyllum wilsonii Hook."	5	5	"Hymenophyllum wilsonii"				
"Isoetes echinospora Durieu"	"2cd4p9h.bm"	"2cd4p9h.bm"	"Isoetes echinospora Durieu"	12	12	"Isoetes echinospora"				
"Selaginella selaginoides (L.) P.Beauv."	"2cd4p9h.bs"	"2cd4p9h.bs"	"Selaginella selaginoides (L.) P.Beauv."	7	7	"Selaginella selaginoides"				
"Aconitum napellus L."	"2cd4p9h.dn"	"2cd4p9h.dn"	"Aconitum napellus L."	7	7	"Aconitum napellus"				
"Actaea spicata L."	"2cd4p9h.dt"	"2cd4p9h.dt"	"Actaea spicata L."	5	5	"Actaea spicata"				
"Aegopodium podagraria L."	"2cd4p9h.e4"	"2cd4p9h.e4"	"Aegopodium podagraria L."	5	5	"Aegopodium podagraria"				
"Aira praecox L."	"2cd4p9h.f0"	"2cd4p9h.f0"	"Aira praecox L."	2	2	"Aira praecox"				
"Alchemilla minima Walters"	"2cd4p9h.f9"	"2cd4p9h.f9"	"Alchemilla minima Walters"	6	6	"Alchemilla minima"				
"Allium roseum L."	"2cd4p9h.ff"	"2cd4p9h.ff"	"Allium roseum L."	4	4	"Allium roseum"				
"Allium scorodoprasum L."	"2cd4p9h.fv"	"2cd4p9h.fv"	"Allium scorodoprasum L."	6	6	"Allium scorodoprasum"				
"Althaea officinalis L."	"2cd4p9h.fz"	"2cd4p9h.fz"	"Althaea officinalis L."	7	7	"Althaea officinalis"				
"Amaranthus albus L."	"2cd4p9h.g5"	"2cd4p9h.g5"	"Amaranthus albus L."	5	5	"Amaranthus albus"				
"Andromeda polifolia L."	"2cd4p9h.gn"	"2cd4p9h.gn"	"Andromeda polifolia L."	9	9	"Andromeda polifolia"				
"Anemone nemorosa L."	"2cd4p9h.gt"	"2cd4p9h.gt"	"Anemone nemorosa L."	6	6	"Anemone nemorosa"				
"Aphanes arvensis L. s.s."	"2cd4p9h.hg"	"2cd4p9h.hg"	"Aphanes arvensis L. s.s."	4	4	"Aphanes arvensis"	"s.s."			
"Arabis hirsuta (L.) Scop."	"2cd4p9h.hm"	"2cd4p9h.hm"	"Arabis hirsuta (L.) Scop."	5	5	"Arabis hirsuta"				
"Arenaria ciliata L."	"2cd4p9h.v9"	"2cd4p9h.v9"	"Arenaria ciliata L."	5	5	"Arenaria ciliata"				
"Arenaria serpyllifolia L. s.s."	"2cd4p9h.vc"	"2cd4p9h.vc"	"Arenaria serpyllifolia L. s.s."	3	3	"Arenaria serpyllifolia"	"s.s."			
"Armoracia rusticana G.Gaertn., B.Mey. & Scherb."	"2cd4p9h.vv"	"2cd4p9h.vv"	"Armoracia rusticana G.Gaertn., B.Mey. & Scherb."	5	5	"Armoracia rusticana"				
"Artemisia absinthium L."	"2cd4p9h.w2"	"2cd4p9h.w2"	"Artemisia absinthium L."	4	4	"Artemisia absinthium"				
"Artemisia campestris L."	"2cd4p9h.w5"	"2cd4p9h.w5"	"Artemisia campestris L."	3	3	"Artemisia campestris"				
"Atriplex laciniata L."	"2cd4p9h.wt"	"2cd4p9h.wt"	"Atriplex laciniata L."	6	6	"Atriplex laciniata"				
"Barbarea vulgaris W.T.Aiton"	"2cd4p9h.k4"	"2cd4p9h.k4"	"Barbarea vulgaris W.T.Aiton"	6	6	"Barbarea vulgaris"				
"Bidens tripartita L."	"2cd4p9h.kw"	"2cd4p9h.kw"	"Bidens tripartita L."	8	8	"Bidens tripartita"				
"Briza minor L."	"2cd4p9h.kp"	"2cd4p9h.kp"	"Briza minor L."	4	4	"Briza minor"				
"Bromopsis benekenii (Lange) Holub"	"2cd4p9h.x0"	"2cd4p9h.x0"	"Bromopsis benekenii (Lange) Holub"	5	5	"Bromopsis benekenii"				
"Ceratochloa cathartica (Vahl) Herter"	"2cd4p9h.x6"	"2cd4p9h.x6"	"Ceratochloa cathartica (Vahl) Herter"	4	4	"Ceratochloa cathartica"				
"Bromus hordeaceus L."	"2cd4p9h.xf"	"2cd4p9h.xf"	"Bromus hordeaceus L."	4	4	"Bromus hordeaceus"				
"Buddleja davidii Franch."	"2cd4p9h.xy"	"2cd4p9h.xy"	"Buddleja davidii Franch."	5	5	"Buddleja davidii"				
"Bupleurum falcatum L."	"2cd4p9h.m8"	"2cd4p9h.m8"	"Bupleurum falcatum L."	3	3	"Bupleurum falcatum"				
"Bupleurum rotundifolium L."	"2cd4p9h.mb"	"2cd4p9h.mb"	"Bupleurum rotundifolium L."	3	3	"Bupleurum rotundifolium"				
"Clinopodium ascendens (Jord.) Samp."	"2cd4p9h.mh"	"2cd4p9h.mh"	"Clinopodium ascendens (Jord.) Samp."	5	5	"Clinopodium ascendens"				
"Callitriche brutia Petagna"	"2cd4p9h.mn"	"2cd4p9h.mn"	"Callitriche brutia Petagna"	10	10	"Callitriche brutia"				
"Callitriche stagnalis s.l."	"2cd4p9h.mq"	"2cd4p9h.mq"	"Callitriche stagnalis s.l."	10	10	"Callitriche stagnalis"	"s.l."			
"Cardamine pratensis L."	"2cd4p9h.n1"	"2cd4p9h.n1"	"Cardamine pratensis L."	8	8	"Cardamine pratensis"				
"Carduus tenuiflorus Curtis"	"2cd4p9h.n7"	"2cd4p9h.n7"	"Carduus tenuiflorus Curtis"	4	4	"Carduus tenuiflorus"				
"Carex appropinquata Schumach."	"2cd4p9h.nd"	"2cd4p9h.nd"	"Carex appropinquata Schumach."	9	9	"Carex appropinquata"				
"Carex laevigata Sm."	"2cd4p9h.ng"	"2cd4p9h.ng"	"Carex laevigata Sm."	8	8	"Carex laevigata"				
"Carex limosa L."	"2cd4p9h.nw"	"2cd4p9h.nw"	"Carex limosa L."	10	10	"Carex limosa"				
"Carex maritima Gunnerus"	"2cd4p9h.nm"	"2cd4p9h.nm"	"Carex maritima Gunnerus"	8	8	"Carex maritima"				
"Carex nigra (L.) Reichard"	"2cd4p9h.np"	"2cd4p9h.np"	"Carex nigra (L.) Reichard"	8	8	"Carex nigra"				
"Carex rupestris Bellardi ex All."	"2cd4p9h.y3"	"2cd4p9h.y3"	"Carex rupestris Bellardi ex All."	4	4	"Carex rupestris"				
"Carex strigosa Huds."	"2cd4p9h.y6"	"2cd4p9h.y6"	"Carex strigosa Huds."	8	8	"Carex strigosa"				
"Carex vaginata Tausch"	"2cd4p9h.y9"	"2cd4p9h.y9"	"Carex vaginata Tausch"	6	6	"Carex vaginata"				
"Carpinus betulus L."	"2cd4p9h.yf"	"2cd4p9h.yf"	"Carpinus betulus L."	5	5	"Carpinus betulus"				
"Castanea sativa Mill."	"2cd4p9h.yx"	"2cd4p9h.yx"	"Castanea sativa Mill."	5	5	"Castanea sativa"				
"Centaurium littorale (Turner ex Sm.) Gilmour"	"2cd4p9h.yr"	"2cd4p9h.yr"	"Centaurium littorale (Turner ex Sm.) Gilmour"	7	7	"Centaurium littorale"				
"Chaerophyllum temulum L."	"2cd4p9h.ph"	"2cd4p9h.ph"	"Chaerophyllum temulum L."	5	5	"Chaerophyllum temulum"				
"Chenopodium album agg."	"2cd4p9h.pn"	"2cd4p9h.pn"	"Chenopodium album agg."	5	5	"Chenopodium album"	"agg."			
"Chenopodium album L. s.s."	"2cd4p9h.pq"	"2cd4p9h.pq"	"Chenopodium album L. s.s."	5	5	"Chenopodium album"	"s.s."			
"Leucanthemum vulgare Lam."	"2cd4p9h.q4"	"2cd4p9h.q4"	"Leucanthemum vulgare Lam."	4	4	"Leucanthemum vulgare"				
"Cirsium vulgare (Savi) Ten."	"2cd4p9h.qd"	"2cd4p9h.qd"	"Cirsium vulgare (Savi) Ten."	5	5	"Cirsium vulgare"				
"Convolvulus arvensis L."	"2cd4p9h.qs"	"2cd4p9h.qs"	"Convolvulus arvensis L."	4	4	"Convolvulus arvensis"				
"Corrigiola litoralis L."	"2cd4p9h.r3"	"2cd4p9h.r3"	"Corrigiola litoralis L."	7	7	"Corrigiola litoralis"				
"Corylus avellana L."	"2cd4p9h.r9"	"2cd4p9h.r9"	"Corylus avellana L."	5	5	"Corylus avellana"				
"Cotoneaster horizontalis Decne."	"2cd4p9h.rf"	"2cd4p9h.rf"	"Cotoneaster horizontalis Decne."	3	3	"Cotoneaster horizontalis"				
"Crepis capillaris (L.) Wallr."	"2cd4p9h.rx"	"2cd4p9h.rx"	"Crepis capillaris (L.) Wallr."	4	4	"Crepis capillaris"				
"Crepis paludosa (L.) Moench"	"2cd4p9h.ry"	"2cd4p9h.ry"	"Crepis paludosa (L.) Moench"	7	7	"Crepis paludosa"				
"Cynodon dactylon (L.) Pers."	"2cd4p9h.s5"	"2cd4p9h.s5"	"Cynodon dactylon (L.) Pers."	4	4	"Cynodon dactylon"				
"Dactylorhiza maculata (L.) Soó"	"2cd4p9h.sq"	"2cd4p9h.sq"	"Dactylorhiza maculata (L.) Soó"	7	7	"Dactylorhiza maculata"				
"Physospermum cornubiense (L.) DC."	"2cd4p9h.t7"	"2cd4p9h.t7"	"Physospermum cornubiense (L.) DC."	5	5	"Physospermum cornubiense"				
"Consolida ajacis (L.) Schur"	"2cd4p9h.td"	"2cd4p9h.td"	"Consolida ajacis (L.) Schur"	4	4	"Consolida ajacis"				
"Drosera rotundifolia L."	"2cd4p9h.z3"	"2cd4p9h.z3"	"Drosera rotundifolia L."	9	9	"Drosera rotundifolia"				
"Hyacinthoides non-scripta (L.) Chouard ex Rothm."	"2cd4p9h.z9"	"2cd4p9h.z9"	"Hyacinthoides non-scripta (L.) Chouard ex Rothm."	5	5	"Hyacinthoides non-scripta"				
"Epilobium parviflorum Schreb."	"2cd4p9h.zf"	"2cd4p9h.zf"	"Epilobium parviflorum Schreb."	9	9	"Epilobium parviflorum"				
"Erigeron karvinskianus DC."	"2cd4p9h.zr"	"2cd4p9h.zr"	"Erigeron karvinskianus DC."	3	3	"Erigeron karvinskianus"				
"Euonymus europaeus L."	"2cd4p9h.10h"	"2cd4p9h.10h"	"Euonymus europaeus L."	5	5	"Euonymus europaeus"				
"Euphorbia helioscopia L."	"2cd4p9h.10t"	"2cd4p9h.10t"	"Euphorbia helioscopia L."	5	5	"Euphorbia helioscopia"				
"Euphorbia portlandica L."	"2cd4p9h.111"	"2cd4p9h.111"	"Euphorbia portlandica L."	3	3	"Euphorbia portlandica"				
"Euphrasia micrantha Rchb."	"2cd4p9h.117"	"2cd4p9h.117"	"Euphrasia micrantha Rchb."	5	5	"Euphrasia micrantha"				
"Fumaria capreolata L."	"2cd4p9h.123"	"2cd4p9h.123"	"Fumaria capreolata L."	4	4	"Fumaria capreolata"				
"Fumaria vaillantii Loisel."	"2cd4p9h.12f"	"2cd4p9h.12f"	"Fumaria vaillantii Loisel."	3	3	"Fumaria vaillantii"				
"Cruciata laevipes Opiz"	"2cd4p9h.12x"	"2cd4p9h.12x"	"Cruciata laevipes Opiz"	5	5	"Cruciata laevipes"				
"Galium sterneri Ehrend."	"2cd4p9h.12z"	"2cd4p9h.12z"	"Galium sterneri Ehrend."	4	4	"Galium sterneri"				
"Galium tricornutum Dandy"	"2cd4p9h.138"	"2cd4p9h.138"	"Galium tricornutum Dandy"	4	4	"Galium tricornutum"				
"Galium verum L."	"2cd4p9h.13b"	"2cd4p9h.13b"	"Galium verum L."	4	4	"Galium verum"				
"Gaultheria shallon Pursh"	"2cd4p9h.13h"	"2cd4p9h.13h"	"Gaultheria shallon Pursh"	4	4	"Gaultheria shallon"				
"Gentianella germanica (Willd.) Börner"	"2cd4p9h.13q"	"2cd4p9h.13q"	"Gentianella germanica (Willd.) Börner"	4	4	"Gentianella germanica"				
"Geranium endressii J.Gay"	"2cd4p9h.144"	"2cd4p9h.144"	"Geranium endressii J.Gay"	5	5	"Geranium endressii"				
"Geranium phaeum L."	"2cd4p9h.147"	"2cd4p9h.147"	"Geranium phaeum L."	5	5	"Geranium phaeum"				
"Geranium pusillum L."	"2cd4p9h.14a"	"2cd4p9h.14a"	"Geranium pusillum L."	4	4	"Geranium pusillum"				
"Geranium rotundifolium L."	"2cd4p9h.14d"	"2cd4p9h.14d"	"Geranium rotundifolium L."	4	4	"Geranium rotundifolium"				
"Glechoma hederacea L."	"2cd4p9h.14s"	"2cd4p9h.14s"	"Glechoma hederacea L."	6	6	"Glechoma hederacea"				
"Glyceria declinata Bréb."	"2cd4p9h.153"	"2cd4p9h.153"	"Glyceria declinata Bréb."	9	9	"Glyceria declinata"				
"Glyceria maxima (Hartm.) Holmb."	"2cd4p9h.156"	"2cd4p9h.156"	"Glyceria maxima (Hartm.) Holmb."	10	10	"Glyceria maxima"				
"Glyceria notata Chevall."	"2cd4p9h.159"	"2cd4p9h.159"	"Glyceria notata Chevall."	10	10	"Glyceria notata"				
"Gnaphalium uliginosum L."	"2cd4p9h.15v"	"2cd4p9h.15v"	"Gnaphalium uliginosum L."	6	6	"Gnaphalium uliginosum"				
"Helianthemum apenninum (L.) Mill."	"2cd4p9h.16b"	"2cd4p9h.16b"	"Helianthemum apenninum (L.) Mill."	1	1	"Helianthemum apenninum"				
"Heracleum sphondylium L."	"2cd4p9h.16n"	"2cd4p9h.16n"	"Heracleum sphondylium L."	5	5	"Heracleum sphondylium"				
"Hesperis matronalis L."	"2cd4p9h.17a"	"2cd4p9h.17a"	"Hesperis matronalis L."	7	7	"Hesperis matronalis"				
"Holcus lanatus L."	"2cd4p9h.17g"	"2cd4p9h.17g"	"Holcus lanatus L."	6	6	"Holcus lanatus"				
"Humulus lupulus L."	"2cd4p9h.17m"	"2cd4p9h.17m"	"Humulus lupulus L."	7	7	"Humulus lupulus"				
"Hypericum calycinum L."	"2cd4p9h.17s"	"2cd4p9h.17s"	"Hypericum calycinum L."	7	7	"Hypericum calycinum"				
"Hypericum perforatum L."	"2cd4p9h.186"	"2cd4p9h.186"	"Hypericum perforatum L."	4	4	"Hypericum perforatum"				
"Hypochaeris maculata L."	"2cd4p9h.18c"	"2cd4p9h.18c"	"Hypochaeris maculata L."	4	4	"Hypochaeris maculata"				
"Hypochaeris radicata L."	"2cd4p9h.18f"	"2cd4p9h.18f"	"Hypochaeris radicata L."	4	4	"Hypochaeris radicata"				
"Impatiens glandulifera Royle"	"2cd4p9h.18x"	"2cd4p9h.18x"	"Impatiens glandulifera Royle"	8	8	"Impatiens glandulifera"				
"Inula helenium L."	"2cd4p9h.18z"	"2cd4p9h.18z"	"Inula helenium L."	6	6	"Inula helenium"				
"Inula salicina L."	"2cd4p9h.192"	"2cd4p9h.192"	"Inula salicina L."	6	6	"Inula salicina"				
"Isolepis cernua (Vahl) Roem. & Schult."	"2cd4p9h.198"	"2cd4p9h.198"	"Isolepis cernua (Vahl) Roem. & Schult."	8	8	"Isolepis cernua"				
"Juncus alpinoarticulatus Chaix"	"2cd4p9h.19e"	"2cd4p9h.19e"	"Juncus alpinoarticulatus Chaix"	9	9	"Juncus alpinoarticulatus"				
"Juncus filiformis L."	"2cd4p9h.19h"	"2cd4p9h.19h"	"Juncus filiformis L."	9	9	"Juncus filiformis"				
"Kickxia spuria (L.) Dumort."	"2cd4p9h.1a4"	"2cd4p9h.1a4"	"Kickxia spuria (L.) Dumort."	4	4	"Kickxia spuria"				
"Koenigia islandica L."	"2cd4p9h.1aa"	"2cd4p9h.1aa"	"Koenigia islandica L."	9	9	"Koenigia islandica"				
"Lamium confertum Fr."	"2cd4p9h.1am"	"2cd4p9h.1am"	"Lamium confertum Fr."	5	5	"Lamium confertum"				
"Larix decidua Mill."	"2cd4p9h.1as"	"2cd4p9h.1as"	"Larix decidua Mill."	4	4	"Larix decidua"				
"Lathyrus palustris L."	"2cd4p9h.1b3"	"2cd4p9h.1b3"	"Lathyrus palustris L."	9	9	"Lathyrus palustris"				
"Leersia oryzoides (L.) Sw."	"2cd4p9h.1bf"	"2cd4p9h.1bf"	"Leersia oryzoides (L.) Sw."	9	9	"Leersia oryzoides"				
"Lemna gibba L."	"2cd4p9h.1bx"	"2cd4p9h.1bx"	"Lemna gibba L."	11	11	"Lemna gibba"				
"Leycesteria formosa Wall."	"2cd4p9h.1c2"	"2cd4p9h.1c2"	"Leycesteria formosa Wall."	5	5	"Leycesteria formosa"				
"Limonium auriculae-ursifolium (Pourr.) Druce"	"2cd4p9h.1c8"	"2cd4p9h.1c8"	"Limonium auriculae-ursifolium (Pourr.) Druce"	4	4	"Limonium auriculae-ursifolium"				
"Limosella aquatica L."	"2cd4p9h.1cn"	"2cd4p9h.1cn"	"Limosella aquatica L."	8	8	"Limosella aquatica"				
"Linaria repens (L.) Mill."	"2cd4p9h.1d4"	"2cd4p9h.1d4"	"Linaria repens (L.) Mill."	5	5	"Linaria repens"				
"Linnaea borealis L."	"2cd4p9h.1da"	"2cd4p9h.1da"	"Linnaea borealis L."	5	5	"Linnaea borealis"				
"Linum catharticum L."	"2cd4p9h.1dg"	"2cd4p9h.1dg"	"Linum catharticum L."	5	5	"Linum catharticum"				
"Liparis loeselii (L.) Rich."	"2cd4p9h.1dm"	"2cd4p9h.1dm"	"Liparis loeselii (L.) Rich."	8	8	"Liparis loeselii"				
"Lotus corniculatus L."	"2cd4p9h.1e3"	"2cd4p9h.1e3"	"Lotus corniculatus L."	4	4	"Lotus corniculatus"				
"Lycium chinense Mill."	"2cd4p9h.1ey"	"2cd4p9h.1ey"	"Lycium chinense Mill."	5	5	"Lycium chinense"				
"Lysimachia vulgaris L."	"2cd4p9h.1ez"	"2cd4p9h.1ez"	"Lysimachia vulgaris L."	9	9	"Lysimachia vulgaris"				
"Malus sylvestris (L.) Mill. s.s."	"2cd4p9h.1f5"	"2cd4p9h.1f5"	"Malus sylvestris (L.) Mill. s.s."	5	5	"Malus sylvestris"	"s.s."			
"Malva moschata L."	"2cd4p9h.1fb"	"2cd4p9h.1fb"	"Malva moschata L."	3	3	"Malva moschata"				
"Medicago lupulina L."	"2cd4p9h.1fh"	"2cd4p9h.1fh"	"Medicago lupulina L."	4	4	"Medicago lupulina"				
"Melilotus altissimus Thuill."	"2cd4p9h.1fn"	"2cd4p9h.1fn"	"Melilotus altissimus Thuill."	6	6	"Melilotus altissimus"				
"Menyanthes trifoliata L."	"2cd4p9h.1g4"	"2cd4p9h.1g4"	"Menyanthes trifoliata L."	10	10	"Menyanthes trifoliata"				
"Mercurialis perennis L."	"2cd4p9h.1ga"	"2cd4p9h.1ga"	"Mercurialis perennis L."	6	6	"Mercurialis perennis"				
"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb."	"2cd4p9h.1gm"	"2cd4p9h.1gm"	"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb."	4	4	"Moenchia erecta"				
"Myosotis sylvatica Ehrh. ex Hoffm."	"2cd4p9h.1h6"	"2cd4p9h.1h6"	"Myosotis sylvatica Ehrh. ex Hoffm."	5	5	"Myosotis sylvatica"				
"Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt"	"2cd4p9h.1hc"	"2cd4p9h.1hc"	"Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt"	12	12	"Najas flexilis"				
"Lysimachia thyrsiflora L."	"2cd4p9h.1hx"	"2cd4p9h.1hx"	"Lysimachia thyrsiflora L."	10	10	"Lysimachia thyrsiflora"				
"Nuphar pumila (Timm) DC."	"2cd4p9h.1hr"	"2cd4p9h.1hr"	"Nuphar pumila (Timm) DC."	11	11	"Nuphar pumila"				
"Oenanthe silaifolia M.Bieb."	"2cd4p9h.1vb"	"2cd4p9h.1vb"	"Oenanthe silaifolia M.Bieb."	9	9	"Oenanthe silaifolia"				
"Ophrys insectifera L."	"2cd4p9h.1vn"	"2cd4p9h.1vn"	"Ophrys insectifera L."	5	5	"Ophrys insectifera"				
"Orobanche artemisiae-campestris auct. non Vaucher ex Gaudin"	"2cd4p9h.1vt"	"2cd4p9h.7mxskg"	"Orobanche artemisiae-campestris auct. non Vaucher ex Gaudin"	4	4	"Orobanche artemisiae-campestris"				
"Orthilia secunda (L.) House"	"2cd4p9h.1w4"	"2cd4p9h.1w4"	"Orthilia secunda (L.) House"	5	5	"Orthilia secunda"				
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	"2cd4p9h.1wg"	"2cd4p9h.1wg"	"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	8	8	"Vaccinium microcarpum"				
"Petasites albus (L.) Gaertn."	"2cd4p9h.1k9"	"2cd4p9h.1k9"	"Petasites albus (L.) Gaertn."	5	5	"Petasites albus"				
"Peucedanum officinale L."	"2cd4p9h.1kf"	"2cd4p9h.1kf"	"Peucedanum officinale L."	5	5	"Peucedanum officinale"				
"Phleum phleoides (L.) H.Karst."	"2cd4p9h.1kx"	"2cd4p9h.1kx"	"Phleum phleoides (L.) H.Karst."	3	3	"Phleum phleoides"				
"Picea abies (L.) H.Karst."	"2cd4p9h.1kr"	"2cd4p9h.1kr"	"Picea abies (L.) H.Karst."	6	6	"Picea abies"				
"Pimpinella saxifraga L."	"2cd4p9h.1x2"	"2cd4p9h.1x2"	"Pimpinella saxifraga L."	4	4	"Pimpinella saxifraga"				
"Plantago lanceolata L."	"2cd4p9h.1xk"	"2cd4p9h.1xk"	"Plantago lanceolata L."	5	5	"Plantago lanceolata"				
"Polemonium caeruleum L."	"2cd4p9h.1xq"	"2cd4p9h.1xq"	"Polemonium caeruleum L."	5	5	"Polemonium caeruleum"				
"Fallopia convolvulus (L.) Á.Löve"	"2cd4p9h.1m1"	"2cd4p9h.1m1"	"Fallopia convolvulus (L.) Á.Löve"	4	4	"Fallopia convolvulus"				
"Populus alba x tremula = P. x canescens (Aiton) Sm."	"2cd4p9h.1ma"	"2cd4p9h.1ma"	"Populus alba x tremula = P. x canescens (Aiton) Sm."	6	6	"Populus alba x tremula = P. x canescens"				
"Potamogeton lucens L."	"2cd4p9h.1mg"	"2cd4p9h.1mg"	"Potamogeton lucens L."	12	12	"Potamogeton lucens"				
"Potamogeton natans L."	"2cd4p9h.1mw"	"2cd4p9h.1mw"	"Potamogeton natans L."	11	11	"Potamogeton natans"				
"Potamogeton nodosus Poir."	"2cd4p9h.1mm"	"2cd4p9h.1mm"	"Potamogeton nodosus Poir."	12	12	"Potamogeton nodosus"				
"Potamogeton pusillus L."	"2cd4p9h.1mp"	"2cd4p9h.1mp"	"Potamogeton pusillus L."	12	12	"Potamogeton pusillus"				
"Potamogeton lucens x gramineus = P. x zizii W.D.J.Koch ex Roth"	"2cd4p9h.1ms"	"2cd4p9h.7mm4en"	"Potamogeton lucens x gramineus = P. x zizii W.D.J.Koch ex Roth"	12	12	"Potamogeton lucens x gramineus = P. x zizii"				
"Potentilla anserina L."	"2cd4p9h.1n3"	"2cd4p9h.1n3"	"Potentilla anserina L."	7	7	"Potentilla anserina"				
"Pulicaria dysenterica (L.) Bernh."	"2cd4p9h.1nx"	"2cd4p9h.1nx"	"Pulicaria dysenterica (L.) Bernh."	7	7	"Pulicaria dysenterica"				
"Pulmonaria longifolia (Bastard) Boreau"	"2cd4p9h.1nr"	"2cd4p9h.1nr"	"Pulmonaria longifolia (Bastard) Boreau"	4	4	"Pulmonaria longifolia"				
"Quercus robur L."	"2cd4p9h.1y5"	"2cd4p9h.1y5"	"Quercus robur L."	5	5	"Quercus robur"				
"Ranunculus hederaceus L."	"2cd4p9h.1yt"	"2cd4p9h.1yt"	"Ranunculus hederaceus L."	10	10	"Ranunculus hederaceus"				
"Ranunculus omiophyllus Ten."	"2cd4p9h.1p1"	"2cd4p9h.1p1"	"Ranunculus omiophyllus Ten."	10	10	"Ranunculus omiophyllus"				
"Ranunculus lingua L."	"2cd4p9h.1p4"	"2cd4p9h.1p4"	"Ranunculus lingua L."	10	10	"Ranunculus lingua"				
"Reseda lutea L."	"2cd4p9h.1ps"	"2cd4p9h.1ps"	"Reseda lutea L."	4	4	"Reseda lutea"				
"Coincya wrightii (O.E.Schulz) Stace"	"2cd4p9h.1q3"	"2cd4p9h.1q3"	"Coincya wrightii (O.E.Schulz) Stace"	4	4	"Coincya wrightii"				
"Romulea columnae Sebast. & Mauri"	"2cd4p9h.1qf"	"2cd4p9h.1qf"	"Romulea columnae Sebast. & Mauri"	4	4	"Romulea columnae"				
"Rorippa amphibia (L.) Besser"	"2cd4p9h.1qx"	"2cd4p9h.1qx"	"Rorippa amphibia (L.) Besser"	10	10	"Rorippa amphibia"				
"Rosa agrestis Savi"	"2cd4p9h.1qr"	"2cd4p9h.1qr"	"Rosa agrestis Savi"	3	3	"Rosa agrestis"				
"Rosa canina L. s.s."	"2cd4p9h.1qz"	"2cd4p9h.1qz"	"Rosa canina L. s.s."	5	5	"Rosa canina"	"s.s."			
"Rosa mollis agg."	"2cd4p9h.1r5"	"2cd4p9h.1r5"	"Rosa mollis agg."	5	5	"Rosa mollis"	"agg."			
"Rumex acetosa L."	"2cd4p9h.1rh"	"2cd4p9h.1rh"	"Rumex acetosa L."	5	5	"Rumex acetosa"				
"Rumex rupestris Le Gall"	"2cd4p9h.1rn"	"2cd4p9h.1rn"	"Rumex rupestris Le Gall"	8	8	"Rumex rupestris"				
"Salicornia dolichostachya Moss"	"2cd4p9h.1rt"	"2cd4p9h.1rt"	"Salicornia dolichostachya Moss"	8	8	"Salicornia dolichostachya"				
"Salix alba L."	"2cd4p9h.1sa"	"2cd4p9h.1sa"	"Salix alba L."	7	7	"Salix alba"				
"Salix aurita L. s.s."	"2cd4p9h.1sp"	"2cd4p9h.1sp"	"Salix aurita L. s.s."	8	8	"Salix aurita"	"s.s."			
"Salix caprea L."	"2cd4p9h.1ss"	"2cd4p9h.1ss"	"Salix caprea L."	7	7	"Salix caprea"				
"Salix cinerea L."	"2cd4p9h.1t0"	"2cd4p9h.1t0"	"Salix cinerea L."	8	8	"Salix cinerea"				
"Salix repens L."	"2cd4p9h.1tf"	"2cd4p9h.1tf"	"Salix repens L."	7	7	"Salix repens"				
"Sambucus racemosa L."	"2cd4p9h.1z5"	"2cd4p9h.1z5"	"Sambucus racemosa L."	5	5	"Sambucus racemosa"				
"Saxifraga oppositifolia L."	"2cd4p9h.1zb"	"2cd4p9h.1zb"	"Saxifraga oppositifolia L."	6	6	"Saxifraga oppositifolia"				
"Schoenoplectus lacustris (L.) Palla"	"2cd4p9h.1zk"	"2cd4p9h.1zk"	"Schoenoplectus lacustris (L.) Palla"	11	11	"Schoenoplectus lacustris"				
"Scirpus sylvaticus L."	"2cd4p9h.201"	"2cd4p9h.201"	"Scirpus sylvaticus L."	8	8	"Scirpus sylvaticus"				
"Tephroseris palustris (L.) Fourr."	"2cd4p9h.20g"	"2cd4p9h.20g"	"Tephroseris palustris (L.) Fourr."	9	9	"Tephroseris palustris"				
"Serratula tinctoria L."	"2cd4p9h.20m"	"2cd4p9h.20m"	"Serratula tinctoria L."	6	6	"Serratula tinctoria"				
"Sesleria caerulea (L.) Ard."	"2cd4p9h.20s"	"2cd4p9h.20s"	"Sesleria caerulea (L.) Ard."	6	6	"Sesleria caerulea"				
"Silene gallica L."	"2cd4p9h.213"	"2cd4p9h.213"	"Silene gallica L."	4	4	"Silene gallica"				
"Silene conica L."	"2cd4p9h.216"	"2cd4p9h.216"	"Silene conica L."	3	3	"Silene conica"				
