"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Stachys germanica L."	"rare"	"2cd4p9h.qsz"	"2cd4p9h.qsz"	"Stachys germanica L."	"Stachys germanica"		"Stachys germanica"				
"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"rare"	"2cd4p9h.qt2"	"2cd4p9h.qt2"	"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"Tephroseris integrifolia subsp. maritima"		"Tephroseris integrifolia subsp. maritima"				
"Veronica alpina L."	"scarce"	"2cd4p9h.qt5"	"2cd4p9h.qt5"	"Veronica alpina L."	"Veronica alpina"		"Veronica alpina"				
"Carex salina Wahlenb."	"rare"	"2cd4p9h.r00"	"2cd4p9h.r00"	"Carex salina Wahlenb."	"Carex salina"		"Carex salina"				
"Clinopodium menthifolium (Host) Stace"	"rare"	"2cd4p9h.r0f"	"2cd4p9h.r0f"	"Clinopodium menthifolium (Host) Stace"	"Clinopodium menthifolium"		"Clinopodium menthifolium"				
"Orchis militaris L."	"rare"	"2cd4p9h.r3z"	"2cd4p9h.r3z"	"Orchis militaris L."	"Orchis militaris"		"Orchis militaris"				
"Pyrus cordata Desv."	"rare"	"2cd4p9h.r57"	"2cd4p9h.r57"	"Pyrus cordata Desv."	"Pyrus cordata"		"Pyrus cordata"				
"Limonium procerum (C.E.Salmon) Ingr."	"scarce"	"2cd4p9h.r63"	"2cd4p9h.r63"	"Limonium procerum (C.E.Salmon) Ingr."	"Limonium procerum"		"Limonium procerum"				
"Limonium recurvum subsp. portlandicum Ingr."	"rare"	"2cd4p9h.r66"	"2cd4p9h.r66"	"Limonium recurvum subsp. portlandicum Ingr."	"Limonium recurvum subsp. portlandicum"		"Limonium recurvum subsp. portlandicum"				
"Limonium transwallianum (Pugsley) Pugsley"	"rare"	"2cd4p9h.r69"	"2cd4p9h.r69"	"Limonium transwallianum (Pugsley) Pugsley"	"Limonium transwallianum"		"Limonium transwallianum"				
"Scleranthus perennis L. subsp. perennis"	"rare"	"2cd4p9h.r6f"	"2cd4p9h.r6f"	"Scleranthus perennis L. subsp. perennis"	"Scleranthus perennis subsp. perennis"		"Scleranthus perennis subsp. perennis"				
"Limonium binervosum subsp. anglicum Ingr."	"rare"	"2cd4p9h.r8a"	"2cd4p9h.r8a"	"Limonium binervosum subsp. anglicum Ingr."	"Limonium binervosum subsp. anglicum"		"Limonium binervosum subsp. anglicum"				
"Limonium binervosum subsp. cantianum Ingr."	"rare"	"2cd4p9h.r8d"	"2cd4p9h.r8d"	"Limonium binervosum subsp. cantianum Ingr."	"Limonium binervosum subsp. cantianum"		"Limonium binervosum subsp. cantianum"				
"Sorbus pseudomeinichii Ashley Robertson"	"rare"	"2cd4p9h.30bykv"	"2cd4p9h.30bykv"	"Sorbus pseudomeinichii Ashley Robertson"	"Sorbus pseudomeinichii"		"Sorbus pseudomeinichii"				
"Asparagus prostratus Dumort."	"rare"	"2cd4p9h.30ztkp"	"2cd4p9h.30ztkp"	"Asparagus prostratus Dumort."	"Asparagus prostratus"		"Asparagus prostratus"				
"Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm"	"scarce"	"2cd4p9h.310yff"	"2cd4p9h.310yff"	"Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm"	"Dactylorhiza traunsteinerioides"		"Dactylorhiza traunsteinerioides"				
"Alopecurus magellanicus Lam."	"scarce"	"2cd4p9h.3hkbsf"	"2cd4p9h.3hkbsf"	"Alopecurus magellanicus Lam."	"Alopecurus magellanicus"		"Alopecurus magellanicus"				
"Cystopteris diaphana (Bory) Blasdell"	"rare"	"2cd4p9h.3hkvht"	"2cd4p9h.3hkvht"	"Cystopteris diaphana (Bory) Blasdell"	"Cystopteris diaphana"		"Cystopteris diaphana"				
"Lycopodium lagopus (Laest. ex Hartm.) Zinserl. ex Kusen."	"rare"	"2cd4p9h.3hkqpb"	"2cd4p9h.3hkqpb"	"Lycopodium lagopus (Laest. ex Hartm.) Zinserl. ex Kusen."	"Lycopodium lagopus"		"Lycopodium lagopus"				
"Serapias lingua L."	"rare"	"2cd4p9h.3hx4dr"	"2cd4p9h.3hx4dr"	"Serapias lingua L."	"Serapias lingua"		"Serapias lingua"				
"Sorbus admonitor M.Proctor"	"rare"	"2cd4p9h.3hx54f"	"2cd4p9h.3hx54f"	"Sorbus admonitor M.Proctor"	"Sorbus admonitor"		"Sorbus admonitor"				
"Sorbus cambrensis M.Proctor"	"rare"	"2cd4p9h.3hx55q"	"2cd4p9h.3hx55q"	"Sorbus cambrensis M.Proctor"	"Sorbus cambrensis"		"Sorbus cambrensis"				
"Sorbus cheddarensis L.Houston & Ashley Robertson"	"rare"	"2cd4p9h.3hx55t"	"2cd4p9h.3hx55t"	"Sorbus cheddarensis L.Houston & Ashley Robertson"	"Sorbus cheddarensis"		"Sorbus cheddarensis"				
"Sorbus cuneifolia T.C.G.Rich"	"rare"	"2cd4p9h.3hx566"	"2cd4p9h.3hx566"	"Sorbus cuneifolia T.C.G.Rich"	"Sorbus cuneifolia"		"Sorbus cuneifolia"				
"Sorbus eminens E.F.Warb. s.s."	"rare"	"2cd4p9h.3hx56h"	"2cd4p9h.3hx56h"	"Sorbus eminens E.F.Warb. s.s."	"Sorbus eminens"	"s.s."	"Sorbus eminens"	"s.s."			
"Sorbus eminentiformis T.C.G.Rich"	"rare"	"2cd4p9h.3hx56k"	"2cd4p9h.3hx56k"	"Sorbus eminentiformis T.C.G.Rich"	"Sorbus eminentiformis"		"Sorbus eminentiformis"				
"Sorbus eminentoides L.Houston"	"rare"	"2cd4p9h.3hx56n"	"2cd4p9h.3hx56n"	"Sorbus eminentoides L.Houston"	"Sorbus eminentoides"		"Sorbus eminentoides"				
"Sorbus leighensis T.C.G.Rich"	"rare"	"2cd4p9h.3hx57h"	"2cd4p9h.3hx57h"	"Sorbus leighensis T.C.G.Rich"	"Sorbus leighensis"		"Sorbus leighensis"				
"Sorbus margaretae M.Proctor"	"rare"	"2cd4p9h.3hx57y"	"2cd4p9h.3hx57y"	"Sorbus margaretae M.Proctor"	"Sorbus margaretae"		"Sorbus margaretae"				
"Sorbus parviloba T.C.G.Rich"	"rare"	"2cd4p9h.3hx580"	"2cd4p9h.3hx580"	"Sorbus parviloba T.C.G.Rich"	"Sorbus parviloba"		"Sorbus parviloba"				
"Sorbus rupicoloides L.Houston & T.C.G.Rich"	"rare"	"2cd4p9h.3hx58f"	"2cd4p9h.3hx58f"	"Sorbus rupicoloides L.Houston & T.C.G.Rich"	"Sorbus rupicoloides"		"Sorbus rupicoloides"				
"Sorbus saxicola T.C.G.Rich"	"rare"	"2cd4p9h.3hx58k"	"2cd4p9h.3hx58k"	"Sorbus saxicola T.C.G.Rich"	"Sorbus saxicola"		"Sorbus saxicola"				
"Sorbus stenophylla M.Proctor"	"rare"	"2cd4p9h.3hx58t"	"2cd4p9h.3hx58t"	"Sorbus stenophylla M.Proctor"	"Sorbus stenophylla"		"Sorbus stenophylla"				
"Sorbus stirtoniana T.C.G.Rich"	"rare"	"2cd4p9h.3hx591"	"2cd4p9h.3hx591"	"Sorbus stirtoniana T.C.G.Rich"	"Sorbus stirtoniana"		"Sorbus stirtoniana"				
"Sorbus vexans E.F.Warb. s.s."	"rare"	"2cd4p9h.3hx59e"	"2cd4p9h.3hx59e"	"Sorbus vexans E.F.Warb. s.s."	"Sorbus vexans"	"s.s."	"Sorbus vexans"	"s.s."			
"Sorbus whiteana T.C.G.Rich & L.Houston"	"rare"	"2cd4p9h.3hx59k"	"2cd4p9h.3hx59k"	"Sorbus whiteana T.C.G.Rich & L.Houston"	"Sorbus whiteana"		"Sorbus whiteana"				
"Orchis anthropophora (L.) All."	"scarce"	"2cd4p9h.5k7h6t"	"2cd4p9h.5k7h6t"	"Orchis anthropophora (L.) All."	"Orchis anthropophora"		"Orchis anthropophora"				
"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase"	"scarce"	"2cd4p9h.5nhgyp"	"2cd4p9h.5nhgyp"	"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase"	"Neotinea ustulata"		"Neotinea ustulata"				
"Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery"	"scarce"	"2cd4p9h.62r808"	"2cd4p9h.62r808"	"Epipactis dunensis (T.Stephenson & T.A.Stephenson) Godfery"	"Epipactis dunensis"		"Epipactis dunensis"				
"Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey."	"scarce"	"2cd4p9h.6yde2p"	"2cd4p9h.6yde2p"	"Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey."	"Noccaea caerulescens"		"Noccaea caerulescens"				
"Turritis glabra L."	"scarce"	"2cd4p9h.7gzd1a"	"2cd4p9h.7gzd1a"	"Turritis glabra L."	"Turritis glabra"		"Turritis glabra"				
"Aegonychon purpureocaeruleum (L.) Holub"	"rare"	"2cd4p9h.7mxzf3"	"2cd4p9h.7mxzf3"	"Aegonychon purpureocaeruleum (L.) Holub"	"Aegonychon purpureocaeruleum"		"Aegonychon purpureocaeruleum"				
"Carex simpliciuscula Wahlenb."	"scarce"	"2cd4p9h.7mm0yd"	"2cd4p9h.7mm0yd"	"Carex simpliciuscula Wahlenb."	"Carex simpliciuscula"		"Carex simpliciuscula"				
"Centaurium portense (Brot.) Butcher"	"rare"	"2cd4p9h.7mm0qd"	"2cd4p9h.7mm0qd"	"Centaurium portense (Brot.) Butcher"	"Centaurium portense"		"Centaurium portense"				
"Cherleria sedoides L."	"scarce"	"2cd4p9h.7mm119"	"2cd4p9h.7mm119"	"Cherleria sedoides L."	"Cherleria sedoides"		"Cherleria sedoides"				
"Imperatoria ostruthium L."	"scarce"	"2cd4p9h.7mm2y7"	"2cd4p9h.7mm2y7"	"Imperatoria ostruthium L."	"Imperatoria ostruthium"		"Imperatoria ostruthium"				
"Luzula pallescens Sw."	"rare"	"2cd4p9h.7mm35p"	"2cd4p9h.7mm35p"	"Luzula pallescens Sw."	"Luzula pallescens"		"Luzula pallescens"				
"Microthlaspi perfoliatum (L.) F.K.Mey."	"rare"	"2cd4p9h.7mm3bn"	"2cd4p9h.7mm3bn"	"Microthlaspi perfoliatum (L.) F.K.Mey."	"Microthlaspi perfoliatum"		"Microthlaspi perfoliatum"				
"Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz"	"rare"	"2cd4p9h.7mm3w3"	"2cd4p9h.7mm3w3"	"Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz"	"Omalotheca norvegica"		"Omalotheca norvegica"				
"Papaver cambricum L."	"scarce"	"2cd4p9h.7mm3rb"	"2cd4p9h.7mm3rb"	"Papaver cambricum L."	"Papaver cambricum"		"Papaver cambricum"				
"Petrosedum forsterianum (Sm.) Grulich"	"scarce"	"2cd4p9h.7mm3sy"	"2cd4p9h.7mm3sy"	"Petrosedum forsterianum (Sm.) Grulich"	"Petrosedum forsterianum"		"Petrosedum forsterianum"				
"Ruppia spiralis L. ex Dumort."	"scarce"	"2cd4p9h.7mm53b"	"2cd4p9h.7mm53b"	"Ruppia spiralis L. ex Dumort."	"Ruppia spiralis"		"Ruppia spiralis"				
"Salicornia emerici Duval-Jouve"	"rare"	"2cd4p9h.7mm548"	"2cd4p9h.7mm548"	"Salicornia emerici Duval-Jouve"	"Salicornia emerici"		"Salicornia emerici"				
"Salicornia disarticulata Moss"	"scarce"	"2cd4p9h.7mm54v"	"2cd4p9h.7mm54v"	"Salicornia disarticulata Moss"	"Salicornia disarticulata"		"Salicornia disarticulata"				
"Silene suecica (Lodd.) Greuter & Burdet"	"rare"	"2cd4p9h.7mm5vv"	"2cd4p9h.7mm5vv"	"Silene suecica (Lodd.) Greuter & Burdet"	"Silene suecica"		"Silene suecica"				
"Silene viscaria (L.) Jess."	"rare"	"2cd4p9h.7mm5vk"	"2cd4p9h.7mm5vk"	"Silene viscaria (L.) Jess."	"Silene viscaria"		"Silene viscaria"				
"Viola stagnina Kit."	"rare"	"2cd4p9h.7mm6bk"	"2cd4p9h.7mm6bk"	"Viola stagnina Kit."	"Viola stagnina"		"Viola stagnina"				
"Euphrasia officinalis subsp. monticola Silverside"	"scarce"	"2cd4p9h.7mm6zd"	"2cd4p9h.7mm6zd"	"Euphrasia officinalis subsp. monticola Silverside"	"Euphrasia officinalis subsp. monticola"		"Euphrasia officinalis subsp. monticola"				
"Potentilla verna L."	"scarce"	"2cd4p9h.7mmt9v"	"2cd4p9h.7mmt9v"	"Potentilla verna L."	"Potentilla verna"		"Potentilla verna"				
"Euphrasia officinalis subsp. pratensis Schübl. & G.Martens"	"scarce"	"2cd4p9h.83ng2k"	"2cd4p9h.83ng2k"	"Euphrasia officinalis subsp. pratensis Schübl. & G.Martens"	"Euphrasia officinalis subsp. pratensis"		"Euphrasia officinalis subsp. pratensis"				
"Arabidopsis petraea (L.) V.I.Dorof."	"scarce"	"2cd4p9h.83ng3h"	"2cd4p9h.83ng3h"	"Arabidopsis petraea (L.) V.I.Dorof."	"Arabidopsis petraea"		"Arabidopsis petraea"				
"Gagea serotina (L.) Ker Gawl."	"rare"	"2cd4p9h.83ng3q"	"2cd4p9h.83ng3q"	"Gagea serotina (L.) Ker Gawl."	"Gagea serotina"		"Gagea serotina"				
"Gentianopsis ciliata (L.) Ma"	"rare"	"2cd4p9h.83ng5b"	"2cd4p9h.83ng5b"	"Gentianopsis ciliata (L.) Ma"	"Gentianopsis ciliata"		"Gentianopsis ciliata"				
"Orobanche minor subsp. maritima (Pugsley) Rumsey"	"scarce"	"2cd4p9h.84hwgx"	"2cd4p9h.84hwgx"	"Orobanche minor subsp. maritima (Pugsley) Rumsey"	"Orobanche minor subsp. maritima"		"Orobanche minor subsp. maritima"				
"Bolboschoenus laticarpus Marhold, Hroudová, Ducháček & Zákr."	"scarce"	"2cd4p9h.8y6kc0"	"2cd4p9h.8y6kc0"	"Bolboschoenus laticarpus Marhold, Hroudová, Ducháček & Zákr."	"Bolboschoenus laticarpus"		"Bolboschoenus laticarpus"				
"Utricularia bremii Heer ex Koell."	"rare"	"2cd4p9h.95ys6v"	"2cd4p9h.95ys6v"	"Utricularia bremii Heer ex Koell."	"Utricularia bremii"		"Utricularia bremii"				
"Dactylorhiza praetermissa subsp. schoenophila R.M.Bateman & Denholm"	"scarce"	"2cd4p9h.aqkxze"	"2cd4p9h.aqkxze"	"Dactylorhiza praetermissa subsp. schoenophila R.M.Bateman & Denholm"	"Dactylorhiza praetermissa subsp. schoenophila"		"Dactylorhiza praetermissa subsp. schoenophila"				
"Centaurium intermedium (Wheldon) Druce"	"rare"	"2cd4p9h.aqkmdv"	"2cd4p9h.aqkmdv"	"Centaurium intermedium (Wheldon) Druce"	"Centaurium intermedium"		"Centaurium intermedium"				
"Dasiphora fruticosa (L.) Rydb."	"rare"	"2cd4p9h.aqkmhn"	"2cd4p9h.aqkmhn"	"Dasiphora fruticosa (L.) Rydb."	"Dasiphora fruticosa"		"Dasiphora fruticosa"				
"Draba muralis L."	"scarce"	"2cd4p9h.aqkmvm"	"2cd4p9h.52b"	"Drabella muralis (L.) Fourr."	"Drabella muralis"		"Draba muralis"				
"Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb."	"rare"	"2cd4p9h.aqkn69"	"2cd4p9h.aqkn69"	"Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb."	"Jacobaea paludosa"		"Jacobaea paludosa"				
"Micranthes nivalis (L.) Small"	"scarce"	"2cd4p9h.aqknem"	"2cd4p9h.aqknem"	"Micranthes nivalis (L.) Small"	"Micranthes nivalis"		"Micranthes nivalis"				
"Carex cespitosa L."	"rare"	"2cd4p9h.bket2q"	"2cd4p9h.bket2q"	"Carex cespitosa L."	"Carex cespitosa"		"Carex cespitosa"				
"Sorbus evansii T.C.G.Rich"	"rare"	"2cd4p9h.bmm978"	"2cd4p9h.bmm978"	"Sorbus evansii T.C.G.Rich"	"Sorbus evansii"		"Sorbus evansii"				
"Sorbus greenii T.C.G.Rich"	"rare"	"2cd4p9h.bmm97a"	"2cd4p9h.bmm97a"	"Sorbus greenii T.C.G.Rich"	"Sorbus greenii"		"Sorbus greenii"				
"Sorbus herefordensis D.Green"	"rare"	"2cd4p9h.bmm97c"	"2cd4p9h.bmm97c"	"Sorbus herefordensis D.Green"	"Sorbus herefordensis"		"Sorbus herefordensis"				
"Sorbus richii L.Houston"	"rare"	"2cd4p9h.bmm97e"	"2cd4p9h.bmm97e"	"Sorbus richii L.Houston"	"Sorbus richii"		"Sorbus richii"				
"Sorbus spectans L.Houston"	"rare"	"2cd4p9h.bmm97g"	"2cd4p9h.bmm97g"	"Sorbus spectans L.Houston"	"Sorbus spectans"		"Sorbus spectans"				
"Galatella linosyris (L.) Rchb.f."	"rare"	"2cd4p9h.cft6xz"	"2cd4p9h.cft6xz"	"Galatella linosyris (L.) Rchb.f."	"Galatella linosyris"		"Galatella linosyris"				
"Stuckenia filiformis (Pers.) Börner"	"scarce"	"2cd4p9h.cpy3zq"	"2cd4p9h.cpy3zq"	"Stuckenia filiformis (Pers.) Börner"	"Stuckenia filiformis"		"Stuckenia filiformis"				
"Zannichellia obtusifolia Talavera, García-Mur. & H.Smit"	"rare"	"2cd4p9h.eefbtx"	"2cd4p9h.eefbtx"	"Zannichellia obtusifolia Talavera, García-Mur. & H.Smit"	"Zannichellia obtusifolia"		"Zannichellia obtusifolia"				
"Rosa tomentella Léman"	"scarce"	"2cd4p9h.fvvy2a"	"2cd4p9h.fvvy2a"	"Rosa tomentella Léman"	"Rosa tomentella"		"Rosa tomentella"				
"Myosotis stricta Link ex Roem. & Schult."	"rare"	"2cd4p9h.gn5m7w"	"2cd4p9h.gn5m7w"	"Myosotis stricta Link ex Roem. & Schult."	"Myosotis stricta"		"Myosotis stricta"				
"Botrychium nordicum Stensvold & Farrar"	"rare"	"2cd4p9h.gnvdbz"	"2cd4p9h.gnvdbz"	"Botrychium nordicum Stensvold & Farrar"	"Botrychium nordicum"		"Botrychium nordicum"				
"Potentilla cryeri Druce ex P.D.Sell"	"rare"	"2cd4p9h.gnk96v"	"2cd4p9h.gnk96v"	"Potentilla cryeri Druce ex P.D.Sell"	"Potentilla cryeri"		"Potentilla cryeri"				
"Sorbus arvonicola P.D.Sell"	"rare"	"2cd4p9h.gnkek5"	"2cd4p9h.gnkek5"	"Sorbus arvonicola P.D.Sell"	"Sorbus arvonicola"		"Sorbus arvonicola"				
"Ervum gracile DC."	"scarce"	"2cd4p9h.va1yw1"	"2cd4p9h.va1yw1"	"Ervum gracile DC."	"Ervum gracile"		"Ervum gracile"				
"Viola canina subsp. ruppii (All.) Schübl. & G.Martens"	"rare"	"2cd4p9h.va1p0x"	"2cd4p9h.va1p0x"	"Viola canina subsp. ruppii (All.) Schübl. & G.Martens"	"Viola canina subsp. ruppii"		"Viola canina subsp. ruppii"				
"Erythranthe peregrina (Vall.-Marín) G.L.Nesom"	"rare"	"2cd4p9h.vee79d"	"2cd4p9h.vee79d"	"Erythranthe peregrina (Vall.-Marín) G.L.Nesom"	"Erythranthe peregrina"		"Erythranthe peregrina"				
"Sabulina verna (L.) Rchb."	"scarce"	"2cd4p9h.vefwr1"	"2cd4p9h.vefwr1"	"Sabulina verna (L.) Rchb."	"Sabulina verna"		"Sabulina verna"				
"Sabulina rubella (Wahlenb.) Dillenb. & Kadereit"	"rare"	"2cd4p9h.vefwr5"	"2cd4p9h.vefwr5"	"Sabulina rubella (Wahlenb.) Dillenb. & Kadereit"	"Sabulina rubella"		"Sabulina rubella"				
"Sabulina stricta (Sw.) Rchb."	"rare"	"2cd4p9h.vefwra"	"2cd4p9h.vefwra"	"Sabulina stricta (Sw.) Rchb."	"Sabulina stricta"		"Sabulina stricta"				
"Sabulina tenuifolia (L.) Rchb."	"scarce"	"2cd4p9h.vefwrf"	"2cd4p9h.vefwrf"	"Sabulina tenuifolia (L.) Rchb."	"Sabulina tenuifolia"		"Sabulina tenuifolia"				
"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch"	"scarce"	"2cd4p9h.vewmgn"	"2cd4p9h.vewmgn"	"Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch"	"Oxybasis glauca"		"Oxybasis glauca"				
"Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch"	"scarce"	"2cd4p9h.vewmh1"	"2cd4p9h.vewmh1"	"Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch"	"Oxybasis chenopodioides"		"Oxybasis chenopodioides"				
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch"	"scarce"	"2cd4p9h.vewmh6"	"2cd4p9h.vewmh6"	"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch"	"Oxybasis urbica"		"Oxybasis urbica"				
"Gentianella amarella subsp. anglica (Pugsley) T.C.G.Rich & McVeigh"	"scarce"	"2cd4p9h.vewpvz"	"2cd4p9h.vewpvz"	"Gentianella amarella subsp. anglica (Pugsley) T.C.G.Rich & McVeigh"	"Gentianella amarella subsp. anglica"		"Gentianella amarella subsp. anglica"				
"Gentianella amarella subsp. occidentalis T.C.G.Rich & McVeigh"	"rare"	"2cd4p9h.vewpw5"	"2cd4p9h.vewpw5"	"Gentianella amarella subsp. occidentalis T.C.G.Rich & McVeigh"	"Gentianella amarella subsp. occidentalis"		"Gentianella amarella subsp. occidentalis"				
"Helosciadium repens (Jacq.) W.D.J.Koch"	"rare"	"2cd4p9h.vek1xx"	"2cd4p9h.vek1xx"	"Helosciadium repens (Jacq.) W.D.J.Koch"	"Helosciadium repens"		"Helosciadium repens"				
"Lysimachia foemina (Mill.) U.Manns & Anderb."	"scarce"	"2cd4p9h.vek3h8"	"2cd4p9h.vek3h8"	"Lysimachia foemina (Mill.) U.Manns & Anderb."	"Lysimachia foemina"		"Lysimachia foemina"				
"Thysselinum palustre (L.) Hoffm."	"scarce"	"2cd4p9h.vek8we"	"2cd4p9h.vek8we"	"Thysselinum palustre (L.) Hoffm."	"Thysselinum palustre"		"Thysselinum palustre"				
"Clinopodium nepeta (L.) Kuntze"	"scarce"	"2cd4p9h.vek956"	"2cd4p9h.vek956"	"Clinopodium nepeta (L.) Kuntze"	"Clinopodium nepeta"		"Clinopodium nepeta"				
"Phelipanche purpurea (Jacq.) Soják"	"rare"	"2cd4p9h.vey5yy"	"2cd4p9h.vey5yy"	"Phelipanche purpurea (Jacq.) Soják"	"Phelipanche purpurea"		"Phelipanche purpurea"				
"Aristavena setacea (Huds.) F.Albers & Butzin"	"scarce"	"2cd4p9h.veyn0m"	"2cd4p9h.veyn0m"	"Aristavena setacea (Huds.) F.Albers & Butzin"	"Aristavena setacea"		"Aristavena setacea"				
